阿尔河	aar(n.);
枣	date(n.)|[植]jujube(n.);
日戳	datemark(n.);
与格	[文]dative(n.);
涂抹	daub(n.);
女儿	daughter(n.);
混日子	dawdle(v.);
发端	dawn(n.);
破晓	dawn(vi.);
日	day(n.);
一日	day(n.);
白天	day(n.)|daytime(n.);
昼光	daylight(n.);
日间	daytime(n.);
迷乱	daze(n.);
使眩眼	daze(vt.);
使眼花	dazzle(vt.);
眩眼	dazzle(vt.);
执事	[宗]deacon(n.);
使复员	[军]deactivate(vt.);
死者	dead(n.);
死的	dead(adj.);
灭弱	deaden(v.)|die(vi.);
死灭	deaden(v.);
致命	deadly(adj.)|fatally(adv.)|lethal(adj.)|mortal(adj.)|mortally(adv.)|pernicious(adj.)|pestilent(adj.);
聋的	deaf(adj.);
不听	deaf(adj.);
使聋	deafen(vt.);
消灭	deafen(vt.)|destroy(vt.)|eliminate(vt.)|elimination(n.)|extinction(n.)|kill(v.)|obliterate(vt.)|slake(v.);
聋	deafness(n.);
部分	deal(n.)|member(n.)|portion(n.)|section(n.);
发牌	deal(n.)|dealing(n.);
政策	[俗]deal(n.)|policy(n.);
发给	[俗]deal(n.);
对付	[俗]deal(n.);
发牌人	dealer(n.);
待遇	dealing(n.)|treatment(n.);
交住	dealing(n.);
副主教	[宗]dean(n.)|suffragan(n.);
深深	dearly(adv.)|deeply(adv.)|profoundly(adv.);
饥荒	dearth(n.)|famine(n.);
死	death(n.)|die(vi.)|expire(vi.)|[拉]finis(n.)|finish(n.)|succumb(v.)|thanatos(n.);
谋杀	death(n.)|murder(n.);
似死	deathly(adv.);
上岸	debarkation(n.);
登陆	debarkation(n.)|disembark(v.)|land(v.);
败坏	debase(vt.)|debauch(vt.)|deprave(vt.)|rot(n.)|vitiation(n.);
放荡	debauch(n.)|debauchery(n.)|dissipated(adj.)|gay(adj.)|loose(adj.)|loosely(adv.)|profligacy(n.)|profligate(adj.)|promiscuity(n.);
使虚弱	debilitate(vt.);
借方	debit(n.)|[簿]debtor(n.);
借款	debt(n.)|loan(n.);
债	debt(n.);
债务人	debtor(n.);
十年	decade(n.);
萎靡	decadence(n.);
颓废者	decadent(n.);
颓废	decadent(adj.);
把斩首	decapitate(vt.);
衰退	decay(n.)|ebb(n.)|fail(v.);
衰变	decay(n.);
死亡	[法]decease(n.)|end(n.)|loss(n.)|perish(v.);
已故	deceased(adj.);
欺诈	deceit(n.)|deception(n.)|fraud(n.)|fraudly(adv.)|fraudulence(n.)|fraudulent(adj.)|jugglery(n.)|trick(n.);
奸诈	deceit(n.);
说谎	deceitful(adj.)|lying(adj.)|twotongued(adj.);
骗人	deceitful(adj.)|deceptive(adj.)|delusive(adj.)|imposing(adj.)|pettifogging(adj.)|welsher(n.);
欺	deceive(vt.);
十二月	december(n.);
端正	decency(n.)|neat(adj.)|rightly(adv.);
庄重	decent(adj.)|gracious(adj.)|gravely(adv.);
颇好	decent(adj.);
裁决	decide(v.);
明确	decided(adj.)|definite(adj.)|specific(adj.)|specifically(adv.);
公克	decigram;
十进	decimal(adj.)|denary(adj.);
小数	decimal(adj.);
分米	decimeter(n.);
译码	decipher(vt.)|translation(n.);
辨读	decipher(vt.);
决议	decision(n.);
录音座	deck(n.);
雄辩	declaim(v.)|declamation(n.)|eloquence(n.)|eloquent(adj.)|eloquently(adv.)|silvertongued(adj.);
宣言	declaration(n.)|declarative(adj.)|declare(v.)|enunciation(n.)|manifesto(n.)|proclaim(v.)|proclamation(n.)|pronouncement(n.)|pronunciamento(n.);
声明	declaration(n.)|declare(v.)|statement(n.);
口供	declaration(n.);
衰落	declination(n.)|decline(n.)|dwindle(vi.);
赤纬	declination(n.);
偏差	declination(n.)|deflection(n.)|deviation(n.)|windage(n.);
下垂	decline(n.)|pendent(adj.)|pendulous(adj.)|saggy(adj.);
下坡	declivous(adj.);
解码	decode(vt.);
脱色	decolour(vt.);
纯化	decontaminate(vt.);
授勳	decorate(vt.);
勳章	decoration(n.)|honor(n.)|insignia(n.)|medal(n.);
端庄	decorous(n.)|decorum(n.);
减	decrease(v.);
减少率	decrement(n.);
衰老	decrepit(adj.)|dote(vt.);
老朽	decrepitude(n.)|senescence(n.)|superannuated(adj.)|timeworn(adj.);
献身	dedicate(vt.)|devote(vt.)|selfdenying(adj.)|selfdevotion(n.);
题辞	dedication(n.);
推论	deduce(v.)|deduct(v.)|deductive(adj.)|gather(vt.)|infer(v.)|inference(n.)|ratiocinate(v.)|ratiocination(n.)|ratiocinative(adj.)|reason(v.)|reasoning(n.)|reasoning(v.);
演绎	deduce(v.)|deductive(adj.)|interpretation(n.);
演绎法	[论]deduction(n.);
契据	deed(n.)|muniment(n.);
事	deed(n.);
深的	deep(adj.);
加深	deepen(vt.);
鹿	deer(n.);
事实上	defacto(adv.)|practically(adv.)|virtually(adv.);
亏空额	defalcation(n.);
违约	default(n.);
败北	defeat(n.)|[俚]licking(n.);
打破	defeat(vt.);
缺陷	defect(n.)|objection(n.);
防御	defend(vt.)|defense(n.)|fend(v.)|protect(v.)|protection(n.);
防御者	defender(n.);
保卫	defense(n.)|keep(n.);
抗辩	defense(n.)|plea(n.);
防卫	defensive(adj.);
迁延	defer(v.)|procrastinate(v.);
敬意	deference(n.)|honor(n.);
延媛	deferment(n.);
反抗	defiant(adj.)|disobedience(n.)|mutinous(adj.)|mutiny(n.)|oppose(vt.)|rebel(v.)|rebellion(n.)|rebellious(adj.)|recalcitrate(v.)|recalcitration(n.)|repugn(v.)|resistance(n.)|resistant(adj.)|resister(n.)|revolt(n.);
亏空	deficiency(n.);
不足	deficient(adj.)|insufficiency(n.)|insufficient(adj.)|scarcity(n.)|shortage(n.)|shortfall(n.)|shortness(n.)|skimpy(adj.)|wanting(adj.);
不敷	deficit(n.);
赤字	deficit(n.)|red(n.);
定义	definition(n.);
最後	definitive(adj.)|eventually(adv.)|finality(n.)|finally(adv.)|hindmost(adj.)|last(n.)|[美]last(adj.)|[美]last(adv.)|lastly(adv.)|latest(adj.)|rearmost(adj.)|ultimately(adv.);
抽气	deflation(n.);
使偏离	deflect(vt.);
使转向	deflect(vt.);
摘花	deflower(vt.);
奸污	deflower(vt.);
残废	deformity(n.)|disability(n.)|lame(adj.)|lameness(n.)|malformation(n.);
骗取	defraud(vt.)|swindle(v.);
付给	defray(vt.)|solve(v.);
死了	defunct(adj.);
挑	defy(vt.);
激	defy(vt.);
退化	degeneracy(n.)|[生]degeneration(n.)|degenerative(adj.)|pejorative(adj.)|regressive(adj.)|vestigial(adj.);
变坏	degenerate(vi.);
变质	[生理]degeneration(n.)|deterioration(n.)|metamorphosis(n.)|transformation(n.);
降级	degradation(n.)|degrade(vt.)|[美]demote(vt.);
降格	degrade(vt.);
程度	degree(n.)|pitch(n.)|rate(n.);
度	degree(n.)|grade(n.);
递减	degressive(adj.);
奉为神	deify(vt.);
赐予	deign(v.);
垂准	deign(v.);
神	deity(n.)|god(n.)|lord(n.)|thor(n.);
使沮丧	deject(vt.)|depress(vt.)|discountenance(vt.)|discourage(vt.)|dishearten(vt.)|dismay(n.);
气馁	dejection(n.);
灰心	dejection(n.);
迟误	delate(vt.)|delay(v.);
委派	delegate(vt.)|deputation(n.);
代表团	delegation(n.)|deputation(n.);
涂去	delete(vt.)|obliterate(vt.)|obliteration(n.);
盘算	deliberate(v.);
娇弱	delicacy(n.)|delicate(adj.);
微妙	delicacy(n.)|delicate(adj.)|exquisite(adj.)|subtleties(n.);
精致	delicate(adj.)|exquisite(adj.)|refinement(n.);
鲜美	delicate(adj.);
好吃	delicious(adj.)|tasty(adj.);
欢喜	delight(n.)|hilarity(n.);
使喜欢	delight(vt.);
定界	delimit(vt.)|delimitate(vt.)|delimitation(n.);
区划	delimitation(n.)|demarcation(n.);
罪行	delinquency(n.);
过失	delinquency(n.)|demerit(n.)|error(n.)|fault(n.)|lapse(n.)|lapse(vi.)|misdemeanor(n.)|mistake(n.)|negligence(n.);
怠工	delinquency(n.)|delinquent(adj.)|sabotage(n.);
救出	deliver(vt.)|rescue(v.);
移交	deliver(vt.)|devolution(n.)|devolve(v.);
递送	deliver(vt.)|[运]forward(vt.);
救援	deliverance(n.)|help(n.)|save(n.)|succor(n.);
交货	delivery(n.);
送达	delivery(n.);
讲演	delivery(n.)|prelect(v.)|prelection(n.);
小谷	dell(n.)|hollow(n.);
欺哄	delude(vt.);
泛滥	deluge(n.)|deluge(vt.)|overflow(n.)|overflow(v.)|spate(n.);
虚妄	delusive(adj.)|fallacy(n.)|illusory(adj.)|lying(adj.);
豪华	[法]deluxe(adj.)|gorgeous(adj.)|gorgeously(adv.)|grand(adj.)|handsomely(adj.)|splendent(adj.);
高级	[法]deluxe(adj.);
挖	[古]delve(v.)|dig;
划界	demarcation(n.);
庄园	demesne(n.)|[英]manor(n.)|manorial(n.);
半神人	demigod(n.);
逝世	[俗]demise(n.);
复员	[军]demobilization(n.)|[军]demobilize(vt.);
民主	democracy(n.);
民主化	democratization(n.)|democratize(v.);
推翻	demolish(vt.)|explode(vt.)|overset(vt.)|overwhelm(vt.)|ruin(n.)|subvert(v.)|topple(v.)|upset(v.);
废墟	demolition(pl.)|ruin(n.);
恶魔	demon(n.)|devil(n.)|fiend(n.)|fiendish(adj.)|goblin(n.)|satan(n.)|satanic(adj.);
表示	demonstrate(v.)|denote(vt.)|indicate(vt.)|infer(v.)|intimate(vt.)|intimation(n.)|manifestation(n.)|offer(v.)|represent(v.)|show(v.)|typification(n.);
示威	demonstrate(v.);
认真	demure(adj.)|earnest(adj.)|serious(adj.)|staid(adj.)|staidness(n.);
窟	den(n.);
蛰伏	[美俗]den(vi.);
十的	denary(adj.);
使变性	denature(vt.);
树木学	dendrology(n.);
污辱	denigrate(vt.)|desecrate(vt.)|outrage(n.);
居民	denizen(vt.)|dweller(n.)|inhabitant(n.)|resident(n.);
面额	denomination(n.);
份母	[数]denominator(n.);
抨击	denounce(vt.)|impugn(vt.);
揭发	denounce(vt.)|disclose(vt.)|exposure(n.)|showup(n.);
浓密	dense(adj.)|heavily(adv.);
笨	dense(adj.);
密度	density(n.);
凹	dent(n.);
牙齿	dental(adj.)|[俗]grinder(pl.)|teeth(n.)|tooth(n.);
牙科	dental(adj.);
牙粉	dentifrice(n.);
牙膏	dentifrice(n.)|toothpaste(n.);
牙医生	dentist(n.);
剥去	denude(vt.)|divest(vt.)|stripping(v.);
弹劾	denunciation(n.);
告发者	denunciator(n.)|informer(n.)|prosecutor(n.);
恐吓者	denunciator(n.);
否定	deny(vt.)|negate(vt.)|negation(n.)|negative(adj.)|[像]negative(vt.)|negatively(adv.)|no;
否绝	deny(vt.);
去氧	deoxidize(vt.);
还元	deoxidize(vt.);
还元剂	deoxidizer(n.);
出发	departure(n.)|[美]gooff(n.)|outgoing(adj.)|setout(n.)|start(v.)|starting(n.);
取决於	depend(vi.);
依赖	dependence(n.)|recourse(n.)|reliant(adj.);
画	depict(vt.)|grounding(n.)|picture(v.);
使空虚	deplete(vt.);
哀痛	deplore(vt.);
散开	[军]deploy(n.)|discrete(adj.)|dispersion(n.)|loose(adj.);
处身	deport(vt.);
免职	depose(vt.)|dismissal(n.);
存款	deposit(n.)|saving(n.);
定金	deposit(n.);
蕴藏	deposit(n.);
存入	deposit(vt.);
预付	deposit(vt.)|prepay(v.);
使沈淀	deposit(vt.);
罢免	deposition(n.);
沉淀	deposition(n.)|lodgment(n.)|precipitation(n.);
存款人	depositor(n.);
沉淀器	depositor(n.);
存放处	depository(n.);
保管人	depository(n.);
火车站	[美]depot(n.);
仓库	[美]depot(n.)|[军]dump(n.)|godown(n.)|storage(n.)|store(n.)|storehouse(n.)|warehouse(n.);
弄坏	deprave(vt.)|mangle(vt.)|trash(v.)|vitiate(v.);
贬值	depreciate(v.)|depreciation(n.)|[经]devaluation(n.)|dispraise(n.);
跌价	depreciation(n.);
压低	depress(vt.);
使萧条	depress(vt.);
洼地	depression(n.)|hollow(n.);
萧条	depression(n.);
剥夺	deprive(vt.)|divestment(n.)|strip(v.)|stripping(v.);
深	depth(n.);
深度	depth(n.)|profoundity(n.);
深度计	depthgauge(n.);
使出轨	derail(v.);
扰乱	derange(vt.)|perturb(v.)|tempest(v.)|upset(v.);
嘲笑	derision(n.)|gibe(n.)|jeer(n.)|laugh(v.)|mock(n.)|mock(v.)|mockery(n.)|ridicule(n.)|ridicule(v.)|sardonic(adj.)|scoff(n.)|scoff(v.)|sneer(n.)|sneer(v.)|twit(n.)|twit(v.);
出处	derivation(n.)|provenance(n.)|quarry(n.);
语源	derivation(n.);
衍生物	derivation(n.);
衍生	derivative(adj.);
派生	derivative(adj.);
来自	derive(v.);
皮肤病	dermatopathy(n.)|dermopathy(n.)|tetter(n.);
取去	derogate(vi.);
歌曲	[诗]descant(n.)|tune(n.);
长谈	[诗]descant(vi.);
下来	descend(v.);
降下	descend(v.)|descent(n.);
传下	descend(v.);
子孙	descendant(n.)|[集]offspring(n.)|posterity(n.)|progeny(v.)|scion(n.);
後裔	descendant(n.)|posterity(n.)|scion(n.);
记述	describe(vt.)|description(n.);
作	describe(vt.)|make(v.);
说明书	description(n.);
述	descriptive(adj.);
看出	descry(vt.)|discern(v.)|espy(vt.);
沙漠	desert(n.);
荒野	desert(n.)|moor(n.)|wild(n.)|wild(adj.)|wilderness(n.);
脱党者	deserter(n.)|renegade(n.);
逃兵	deserter(n.);
值得	deserve(n.)|merit(vt.)|worth(adj.)|worthiness(n.);
应得	deserve(n.);
乾燥	desiccate(v.)|dry(n.)|thirsty(adj.)|torrefaction(n.);
弄乾	desiccate(v.);
迫切	desiderate(vt.)|imminence(n.)|imminent(adj.)|[文]imperative(adj.)|imperious(adj.)|instant(adj.)|stringency(n.)|stringent(adj.);
指出	designate(vt.)|point(v.)|pointed(v.);
叫做	designate(vt.);
故意	designedly(adv.)|intentional(adj.)|purposely(adv.)|willful(adj.)|witting(adj.);
设计家	designer(n.);
愿望	desirability(n.)|wish(n.)|wishful(adj.);
希求	desirability(n.);
想望	desirable(adj.)|wistful(adj.)|wistfully(adv.)|wistfulness(n.);
希望	desire(vt.)|expectance(n.)|hope(n.)|pleasure(n.)|promise(n.)|prospect(n.)|want(v.)|wish(n.)|wish(v.);
愿	desirous(adj.)|[M-]may(v.)|[aux.]will(v.)|wish(v.);
望	desirous(adj.);
书桌	desk(n.)|secretaire(n.);
母鹿皮	deskin(n.);
荒芜	desolate(adj.)|desolation(n.)|waste(adj.);
使荒芜	desolate(vt.);
使悲哀	desolate(vt.);
凄凉	desolation(n.)|dismal(adj.)|lonesome(adj.);
失望	despair(n.)|disappointment(n.)|fail(v.)|frustration(n.);
拼命	desperation(n.);
不顾	despite(pre.)|irrespective(adj.)|regardless(adj.)|spite(n.);
掠夺	despoil(vt.)|flay(vt.)|harry(vt.)|maraud(vi.)|pillage(n.)|pillage(v.)|plunder(v.)|predatory(adj.)|rape(n.)|rape(v.)|rapine(n.)|ravage(v.)|raven(v.)|ravin(n.)|razzia(n.)|spoilage(n.)|spoliation(n.);
目标	destination(n.)|goal(n.)|mark(n.)|object(n.)|objective(n.)|target(n.);
注定	destine(vt.)|foreordain(vt.)|ordain(vt.)|predestine(v.)|predestine(v.)|predeterminate(adj.);
命定	destine(vt.)|doom(vi.);
预定	destine(vt.)|predetermination(n.)|predetermine(v.)|preordain(v.)|preordination(n.)|reservation(n.)|schedule(v.)|scheduled(adj.)|scheduled(v.);
命运	destiny(n.)|doom(n.)|fate(n.)|fortune(n.)|lot(n.)|portion(n.);
破坏者	destroyer(n.);
毁灭	destruction(n.)|doom(n.)|perish(v.)|ruin(n.)|ruin(v.)|ruined(adj.)|subvert(v.)|undoing(n.);
散漫	desultory(adj.)|discursive(adj.)|excursive(adj.)|loosely(adv.);
分遣	detach(vt.)|detachment(n.);
超脱	detachment(n.);
详细	detail(n.)|particular(adj.)|particularly(adv.);
细目	detail(n.)|minutiae(n.)|particularity(n.);
细节	detail(n.)|particular(n.)|punctilio(n.);
分遣队	detail(n.)|[军]party(n.);
特派	[军]detail(vt.)|extraordinary(adj.);
扣留	detain(vt.)|detention(n.)|intern(vt.)|withhold(v.);
阻拦	detain(vt.);
发觉	detect(vt.)|disclosure(n.)|revelation(n.);
侦听器	detectaphone(n.);
清净剂	detergent(n.);
断然	determinate(adj.)|direct(adj.)|peremptorily(adv.)|peremptoriness(n.)|peremptory(adj.)|pronounced(adj.)|resolvedly(adv.);
决心	determination(n.)|determine(vt.)|purpose(n.)|push(n.)|resolution(n.)|resolve(n.)|volition(n.);
测定	[理]determination(n.)|determine(vt.)|mensuration(n.);
坚决	determined(adj.)|firm(adj.)|resolutely(adv.)|stoutly(adv.)|unbending(adj.)|unshaken(adj.);
宿命论	determinism(n.)|necessitarianism(n.);
制止物	deterrent(n.);
讨嫌	detestable(adj.);
废黜	dethrone(vt.);
使爆炸	detonate(v.);
雷管	detonator(n.)|exploder(n.)|fuse(n.);
绕路	detour(n.);
迂回	detour(n.)|indirect(adj.)|periphrastic(adj.);
减损	detract(v.)|detraction(n.);
损伤	detract(v.)|harm(n.)|injury(n.)|scathe(n.)|scathe(v.)|scathing(adj.);
使下车	detrain(v.);
重气	[美]deuterium(n.);
氘	[美]deuterium(n.);
氘核	deuteron(n.)|[化]diplon(n.);
蹂躏	devastate(vt.)|devastation(n.)|foray(n.)|harry(vt.)|havoc(n.)|ravage(n.);
显影	develop(v.)|development(n.);
发育	develop(v.)|upgrowth(n.);
开发	develop(v.)|development(n.)|exploit(vt.);
误差	deviation(n.)|residual(n.);
策略	device(n.)|[军]maneuvre(pl.)|plan(n.)|resource(n.)|ruse(n.)|strategic(adj.)|strategy(n.)|tactic(n.);
偏僻	devious(adj.)|outoftheway(adj.)|remote(adj.)|sequestered(adj.);
设计者	deviser(n.);
计划者	deviser(n.)|planner(n.)|plotter(n.)|schemer(n.);
无的	devoid(adj.)|naked(adj.);
献身者	devotee(n.);
热爱	devotion(n.);
从事	devotion(n.)|embark(v.)|embrace(vt.)|engage(v.)|follow(v.)|occupy(vt.)|undertake(v.)|undertook(v.);
祷告	devotion(pl.)|sext(n.);
虔敬	devout(adj.);
露	dew(n.)|emerge(vi.);
露湿	dewy(adj.);
如露	dewy(adj.);
灵巧手	dexterity(n.);
糊精	[化]dextrin(n.);
糖尿病	diabetes(n.)|glycosuria(n.);
王冠	diadem(n.);
徵候	diagnostic(n.)|indication(n.)|symptom(n.)|sympton(n.);
诊断法	diagnostic(n.);
诊断学	diagnostic(n.);
图解	diagram(n.)|graphical(adj.)|illustrate(vt.)|illustration(n.);
图式	diagram(n.)|schematic(adj.);
表面	dial(n.)|[影]exterior(adj.)|face(n.)|ostensible(adj.)|outward(adj.)|perfunctorily(adv.)|seeming(adj.)|superficial(n.)|superficial(adj.)|surface(n.)|surface(adj.);
拨号盘	dial(n.);
日晷仪	dial(n.);
拨电话	dial(vt.);
方言	dialect(n.)|patois(n.)|vernacular(n.);
对话	dialog|duologue(n.);
问答	dialog;
钻石	diamond(n.);
菱形	diamond(n.)|rhombic(adj.)|rhombus(n.);
隔板	diaphragm(n.)|partition(n.);
横隔膜	diaphragm(n.);
腹泻	diarhoea(n.);
日记	diary(n.)|journal(n.);
硅藻	[植]diatom(n.);
恶骂	diatribe(n.)|razz(n.);
骰子	dice(n.)|die(n.);
字典	[英俗]dick(n.)|dictionary(n.)|lexicon(n.)|wordbook(n.);
公驴	[俗]dickey(n.);
录音机	dictaphone(n.)|recorder(n.);
口授	dictate(v.);
听写	dictation(n.);
独裁者	dictator(n.);
口授者	dictator(n.);
专政	dictatorship(n.);
措辞	diction(n.)|expression(n.)|grammar(n.)|phraseology(n.)|phrasing(n.);
语法	diction(n.)|parlance(n.)|phraseology(n.)|phrasing(n.)|syntax(n.)|wording(n.);
辞典	dictionary(n.)|lexicon(n.)|thesaurus(n.);
铸模	die(n.);
消逝	die(vi.)|evaporate(v.)|evaporation(n.);
柴油	diesel(n.);
相异	differ(v.);
差异	difference(n.);
特异	different(adj.);
差别	differential(adj.)|distinction(n.);
微分	[数]differential(n.)|[数]fluxion(n.);
差别税	[数]differential(n.);
区别	differentiation(n.)|discriminate(v.)|discrimination(n.)|distinguish(v.)|secern(v.);
分化	differentiation(n.);
困难	difficult(adj.)|difficulty(n.)|distress(n.)|labored(adj.)|laborious(adj.)|rub(n.)|strait(n.)|strait(adj.)|trouble(n.)|untoward(adj.);
异议	difficulty(n.)|dispute(n.)|dissent(n.)|objection(n.);
发散	diffuse(v.)|emanate(vi.)|exhale(v.)|volatilization(n.);
散布	diffuse(v.)|dispersion(n.)|distribute(vt.)|hawk(vt.)|intersperse(vt.)|scattering(n.)|scattering(v.);
扩散	[理]diffuse(v.)|[理]diffusion(n.)|pervasion(n.);
浮夸	[理]diffuse(v.);
扩散率	diffusibility(n.);
掘土	dig;
挖掘	dig(n.)|excavation(n.);
讽刺	dig(n.)|ironic|irony(n.)|piercing(adj.)|quip(n.)|sarcasm(n.)|sarcastic(adj.)|satiric(adj.)|satirize(v.)|sendup(n.)|spicily(adv.)|sting(n.);
寄宿所	dig(pl.);
通晓	digest(v.);
挖掘者	digger(n.);
掘凿器	digger(n.)|excavator(n.);
指	digit(n.)|point(v.)|pointed(v.);
趾	digit(n.)|toe(n.);
数字	digit(n.)|number(n.)|numeral(n.);
使威严	dignify(vt.);
使光彩	dignify(vt.);
高贵者	dignitary(n.);
尊严	dignity(n.)|majesty(n.)|sanctity(n.)|venerability(n.);
体面	dignity(n.)|seedily(adv.);
高位	dignity(n.)|perch(n.)|upperbracket(adj.);
贵人	dignity(n.);
破烂	dilapidated(adj.)|frazzle(n.)|shabby(adj.)|tattered(adj.);
破败	dilapidation(n.);
崩塌	dilapidation(n.);
使膨胀	dilate(v.)|inflate(vt.);
铺张	dilate(v.);
拖拉	dilatory(adj.);
双关体	dilemma(n.);
窘境	dilemma(n.)|dilute(v.);
勤勉	diligence(n.)|diligent(adj.)|diligently(adv.)|industrious(adj.)|industry(n.)|laborious(adj.)|sedulity(n.)|sedulous(adj.);
莳萝	[植]dill(n.);
冲淡	dilute(v.);
消极	dim(adj.)|negation(n.)|negative(adj.)|passive(adj.);
一角	[美]dime(n.);
减小	diminish(v.)|diminution(n.)|rebate(v.);
酒窝	dimple(n.);
小漩涡	dimple(n.);
骚音	din(n.);
用膳	dine(v.);
新玩意	[美俗]dingus(n.);
正餐	dining(n.)|dinner(n.)|prandial(adj.);
恐龙	[古生]dinosaur(n.);
打痕	dint(n.);
暴力	dint(n.)|violence(n.)|violent(adj.);
二极管	diode(n.);
沉	dip(vt.);
潜	dip(vt.);
急降	dip(n.)|pelt(v.);
白喉	[医]diphtheria(n.);
双元音	diphthong(n.);
双球菌	diplococcus;
文凭	diploma(n.);
外交	diplomacy(n.)|diplomatic(adj.);
外交官	diplomat(n.);
外交家	diplomatist(n.);
有柄	dipper(n.)|petiolate(adj.);
直接	direct(adj.)|directly(adv.)|immediacy(n.)|immediate(adj.)|immediately(adv.)|plump(adj.)|slap(adv.)|straight(adv.);
导演	direct(v.)|director(n.);
指令	[美]directive(n.)|instruct(vt.)|instruction(n.)|[古]missive(adj.)|statement(n.);
定向	[美]directive(adj.);
一直	directly(adv.)|right(adv.)|spang(adv.);
指挥者	director(n.);
董事	director(n.);
理事	director(n.)|syndic(n.)|trustee(n.);
董事会	directorate(n.);
葬歌	dirge(n.);
挽歌	dirge(n.)|threnode(n.)|threnody(n.);
脏物	dirt(n.);
泥地	dirt(n.);
污秽	dirty(adj.)|filthy(adj.)|foul(adj.)|grimy(adj.)|grubby(adj.)|messy(adj.)|squalidity(n.);
无能	disability(n.)|inability(n.)|incapacity(n.)|incompetence(n.)|inefficiency(n.)|talentless(adj.)|trivially(adv.);
使无能	disable(vt.);
使省悟	disabuse(vt.);
不利	disadvantage(n.)|disadvantageous(adj.);
不满	disaffected(adj.)|disaffection(n.)|discontent(n.)|discontented(adj.)|disgruntled(adj.)|dissatisfaction(n.);
不服	disaffection(n.);
不合	disagree(vi.);
不同意	disagree(vi.)|dissent(n.);
不许	disallow(vt.);
不准	disallow(vt.);
消失	disappear(vi.)|disappearance(n.)|evanesce(vt.)|fadeaway(n.)|[P-]peter(v.)|vanish(v.);
绝迹	disappear(vi.)|pathless(adj.);
使失望	disappoint(vt.)|embitter(vt.);
不赞成	disapprobation(n.)|disapproval(n.)|disapprove(v.);
缴械	disarm(v.)|disarmament(n.);
裁军	disarmament(n.);
搅乱	disarray(vt.)|disturb(vt.)|jumble(v.)|roily(adj.)|tousle(v.)|unsettle(v.);
脱衣	[诗]disarray(vt.)|strip(v.);
不承认	disavow(vt.);
解散	disband(v.)|dismiss(vt.)|dismissal(n.)|dissolve(vt.);
遣散	disband(v.)|disembody(vt.);
怀疑	disbelief(n.)|disbelieve(v.)|discredit(n.)|discredit(vt.)|doubt(v.)|incredulity(n.)|incredulous(adj.)|question(v.)|scepticism(n.)|shy(adj.)|suspicion(n.)|suspicious(adj.)|wonder(v.);
摆脱	disburden(v.);
丢包袱	disburden(v.);
丢弃	discard(n.);
逐出	discard(n.)|dislodge(vt.)|eject(v.)|evict(vt.)|eviction(n.)|expel(vt.)|expulsion(n.)|oust(vt.);
辨别	discern(v.);
认出	discern(v.)|identify(vt.)|recognize(v.);
